"date","accident","copd","cvd","death","inf","pneu","resp","city","dow","tmpd","tmax","tmin","dptp","rhum","pm10","pm25","o3","no2","so2","co","date_lag_1","date_lag_2","date_lag_3","date_lag_4","date_lag_5","accident_lag_1","accident_lag_2","accident_lag_3","accident_lag_4","accident_lag_5","copd_lag_1","copd_lag_2","copd_lag_3","copd_lag_4","copd_lag_5","cvd_lag_1","cvd_lag_2","cvd_lag_3","cvd_lag_4","cvd_lag_5","death_lag_1","death_lag_2","death_lag_3","death_lag_4","death_lag_5","inf_lag_1","inf_lag_2","inf_lag_3","inf_lag_4","inf_lag_5","pneu_lag_1","pneu_lag_2","pneu_lag_3","pneu_lag_4","pneu_lag_5","resp_lag_1","resp_lag_2","resp_lag_3","resp_lag_4","resp_lag_5","city_lag_1","city_lag_2","city_lag_3","city_lag_4","city_lag_5","dow_lag_1","dow_lag_2","dow_lag_3","dow_lag_4","dow_lag_5","tmpd_lag_1","tmpd_lag_2","tmpd_lag_3","tmpd_lag_4","tmpd_lag_5","tmax_lag_1","tmax_lag_2","tmax_lag_3","tmax_lag_4","tmax_lag_5","tmin_lag_1","tmin_lag_2","tmin_lag_3","tmin_lag_4","tmin_lag_5","dptp_lag_1","dptp_lag_2","dptp_lag_3","dptp_lag_4","dptp_lag_5","rhum_lag_1","rhum_lag_2","rhum_lag_3","rhum_lag_4","rhum_lag_5","pm10_lag_1","pm10_lag_2","pm10_lag_3","pm10_lag_4","pm10_lag_5","pm25_lag_1","pm25_lag_2","pm25_lag_3","pm25_lag_4","pm25_lag_5","o3_lag_1","o3_lag_2","o3_lag_3","o3_lag_4","o3_lag_5","no2_lag_1","no2_lag_2","no2_lag_3","no2_lag_4","no2_lag_5","so2_lag_1","so2_lag_2","so2_lag_3","so2_lag_4","so2_lag_5","co_lag_1","co_lag_2","co_lag_3","co_lag_4","co_lag_5","death_nextDay","month","year","weekend","week","dow_Sunday","dow_Monday","dow_Tuesday","dow_Wednesday","dow_Thursday","dow_Friday","dow_Saturday","month_Jan","month_Feb","month_Mar","month_Apr","month_May","month_Jun","month_Jul","month_Aug","month_Sep","month_Oct","month_Nov","month_Dec","is_tmax_high","is_treated","pair","death_sum3","id"
"1992-06-27",2,1,15,22,0,2,3,"pitt","Saturday",66.5,75,58,47.75,48.125,29.418002118,NA,33.045289666,22.979166667,7.276049585,825,"1992-06-26","1992-06-25","1992-06-24","1992-06-23","1992-06-22",0,1,1,0,1,1,1,0,0,0,23,15,8,17,14,33,21,20,25,24,0,0,0,0,0,2,2,1,1,1,3,3,1,1,1,"pitt","pitt","pitt","pitt","pitt","Friday","Thursday","Wednesday","Tuesday","Monday",68,63,64,59.5,53.5,80,74,72,69,67,56,52,56,50,40,57.75,55.5,54.875,48.875,38.125,56.375,66.25,62.375,61.875,41.875,44.32930699,41.2349344597,32.7062275035,38.8489050982,21.275994148,NA,NA,NA,NA,NA,19.7744563329,12.482789666,22.0036229996,16.956996846,19.5100271492,32.5624999998,33.6874999997,26.607142857,42.547619048,22.744071146,15.6449641492,23.7603649623,15.9012605508,30.720454368,10.152428136,1417.94062093,1417.64505578,879.1666667,1108.33333335,847.8260869,23,"Jun",1992,TRUE,26,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,145,76,348
"1992-08-06",0,2,26,42,0,2,4,"pitt","Thursday",65,78,52,55,55,35.841322663,NA,15.64607548,26.9087433982,7.161683919,992.5995855,"1992-08-05","1992-08-04","1992-08-03","1992-08-02","1992-08-01",0,1,1,2,1,1,1,1,4,0,15,23,17,8,12,26,28,25,27,25,0,0,0,0,0,1,0,0,0,1,2,1,1,4,1,"pitt","pitt","pitt","pitt","pitt","Wednesday","Tuesday","Monday","Sunday","Saturday",62.5,67,67,66,64,72,73,76,77,76,53,61,58,55,52,49.75,52.25,62.125,53.75,54.25,57.5,57.5,77.5,56.5,60.25,29.32594261,27.775244974,47.295973678,39.112170932,23.048831561,NA,NA,NA,NA,NA,10.184530684,18.9206966924,18.725069671,20.422758612,17.211956333,23.641700699,23.238672391,29.9943579791,26.7439381799,19.421664633,8.47118673,9.224703894,14.6282053036,17.1454328743,7.936305037,954.319303,652.173913,1057.50184201,791.6666666,412.5,40,"Aug",1992,FALSE,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,146,96,349
"1993-08-06",0,2,17,34,0,4,6,"pitt","Friday",69,78,60,57.5,70,26.802033396,NA,14.40846594,26.619047619,10.43890016,845.7408413,"1993-08-05","1993-08-04","1993-08-03","1993-08-02","1993-08-01",0,0,0,2,0,0,0,1,0,1,19,14,16,19,11,39,28,26,29,24,0,0,0,0,0,1,2,1,0,1,1,2,2,0,2,"pitt","pitt","pitt","pitt","pitt","Thursday","Wednesday","Tuesday","Monday","Sunday",66.5,67.5,71,74.5,72,75,73,81,83,83,58,62,61,66,61,52,58.75,58.125,61.375,58.25,56.25,70.25,56.625,68.5,52.25,30.138246937,31.8611774166,37.0734876723,35.632237766,35.8918133495,NA,NA,NA,NA,NA,16.347927209,9.377076098,19.649869314,22.2062360282,31.346868317,27.9337121217,29.7481884055,33.1774891778,28.1096014493,22.909090909,10.886716669,14.555655946,17.0048741161,13.219603522,13.871074243,1004.16666664,1016.69658524,1269.64431446,972.72727271,1288.30286154,30,"Aug",1993,FALSE,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,147,101,350
"1993-09-11",0,1,12,23,0,2,3,"pitt","Saturday",55,65,45,40.5,54.5,23.48314906,NA,16.732651249,22.541666667,7.967549606,750.5866121,"1993-09-10","1993-09-09","1993-09-08","1993-09-07","1993-09-06",0,1,0,1,1,0,3,3,0,0,16,9,15,15,15,24,25,34,20,30,0,0,0,0,0,0,0,0,1,1,0,3,3,1,1,"pitt","pitt","pitt","pitt","pitt","Friday","Thursday","Wednesday","Tuesday","Monday",62.5,68,67,68,68.5,71,78,76,74,79,54,58,58,62,58,37.625,63.75,50,55.25,60,42.25,72.5,52.25,61.75,65.75,33.0973632657,55.051652153,30.957537405,24.008381742,49.177156041,NA,NA,NA,NA,NA,25.1134324257,24.915147701,20.274819019,17.352483011,25.1351890233,20.903985508,30.4347826084,29.1068840575,23.843297102,22.477355073,7.604102867,16.9542667611,6.635501325,5.807805749,11.366508787,560.9253463,1041.135641288,927.53548988,756.8906114,901.1212601,34,"Sep",1993,TRUE,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,148,72,351
"1994-08-23",0,2,15,25,0,1,3,"pitt","Tuesday",65,78,52,53.5,56.5,24.15929426,NA,24.523173697,24.261904762,7.783953203,1050,"1994-08-22","1994-08-21","1994-08-20","1994-08-19","1994-08-18",1,0,0,3,0,2,0,2,1,NA,16,19,14,18,10,33,21,25,25,31,0,0,0,0,0,2,0,3,0,2,4,0,5,1,6,"pitt","pitt","pitt","pitt","pitt","Monday","Sunday","Saturday","Friday","Thursday",70.5,70.5,74,73,71.5,78,74,84,84,80,63,67,64,62,63,50.875,61.375,66.5,63.375,61.375,49.75,78.125,69,64.625,64.5,11.625896103,22.367701477,58.940149732,68.720357165,38.7047856578,NA,NA,NA,NA,NA,25.7507919,31.8039248095,37.104623469,32.2571829909,26.081216804,14.895833331,14.374999996,21.8125,27.130482456,23.549407114,4.184834598,6.645396545,10.357793914,18.0004055922,9.775814944,671.55051596,464.49212995,663.05651748,1458.33333333,973.205001886,26,"Aug",1994,FALSE,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,149,79,352
"1994-08-11",0,0,16,23,0,2,2,"pitt","Thursday",69,75,63,58.75,65.75,42.5622356539,NA,6.006123253,47.145833333,20.6698946058,1794.44444444,"1994-08-10","1994-08-09","1994-08-08","1994-08-07","1994-08-06",0,1,0,0,0,0,1,0,1,1,14,16,15,15,20,18,27,28,25,31,0,0,0,0,0,0,0,1,1,1,0,1,1,2,2,"pitt","pitt","pitt","pitt","pitt","Wednesday","Tuesday","Monday","Sunday","Saturday",66,70,71,66,61,75,79,81,80,74,57,61,61,52,48,53,59.375,60.25,56.75,47.5,54.125,72.5,61.625,55.375,51,16.178462551,74.741940912,57.294418275,50.682174093,18.820708665,NA,NA,NA,NA,NA,30.4844440081,33.9414804244,39.290036669,28.5579267892,21.779648858,19.84090909,28.9347826088,33.1041666669,23.854166667,19.145833333,5.193631328,17.3740050151,16.679256999,16.1622184788,15.360555988,638.55687455,972.985766992,1033.55626736,716.71803445,442.23525901,22,"Aug",1994,FALSE,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,150,68,353
"1995-09-14",0,1,22,34,0,3,4,"pitt","Thursday",68,79,57,49.5,53,24.059514599,NA,26.4423610753,23.665584416,6.723640253,912.089156048,"1995-09-13","1995-09-12","1995-09-11","1995-09-10","1995-09-09",2,2,0,3,0,1,2,0,0,2,18,26,14,11,12,31,46,24,22,20,0,0,0,0,0,3,2,0,3,3,4,NA,0,3,5,"pitt","pitt","pitt","pitt","pitt","Wednesday","Tuesday","Monday","Sunday","Saturday",72,63.5,63,60,69.5,78,68,82,69,78,66,59,44,51,61,66.125,65,45.625,35.25,54.125,78.75,92.25,40.625,39,57.75,48.130073533,32.2397495269,13.567109813,3.695677953,30.958771769,NA,NA,NA,NA,NA,20.155319036,13.421106169,25.467819036,24.021515152,21.74771034,23.605978261,38.04710145,24.217532468,19.363095238,20.214673913,10.992983359,4.552927301,3.430928198,2.137824492,3.911022224,984.50399362,955.7354784,486.95652175,82.6086956400001,539.13043483,32,"Sep",1995,FALSE,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,151,111,354
"1996-06-03",2,1,17,30,0,0,1,"pitt","Monday",65.5,71,60,59.5,78.875,23.506101281,NA,24.10269326,22.270833333,6.342983406,803.3487599,"1996-06-02","1996-06-01","1996-05-31","1996-05-30","1996-05-29",1,0,1,0,1,3,0,2,0,1,18,19,15,10,15,36,31,26,21,26,0,0,0,0,0,1,3,1,2,1,4,3,3,2,2,"pitt","pitt","pitt","pitt","pitt","Sunday","Saturday","Friday","Thursday","Wednesday",67.5,63.5,59.5,56,61,78,80,76,71,70,57,47,43,41,52,60.625,53.375,41.875,32.875,42.5,83.875,49.75,41,32.25,49.5,32.9839457182,60.514821576,50.5550635,18.52883556,7.531408109,NA,NA,NA,NA,NA,52.827168077,44.608017938,33.2445997722,29.3371846049,20.66519326,17.537137682,34.5416666666,37.416666667,26.173913044,20.094696969,12.1038805977,16.9100921679,14.7091393421,5.908511512,7.063245827,231.35558797,938.70552719,1136.82746646,548.753289,245.33951474,23,"Jun",1996,FALSE,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,152,97,355
"1996-07-29",1,1,10,20,0,1,2,"pitt","Monday",71.5,79,64,64.625,73.625,35.2145862044,NA,31.3848536638,26.7916666663,7.820727476,818.771556497,"1996-07-28","1996-07-27","1996-07-26","1996-07-25","1996-07-24",2,2,1,0,2,0,0,1,2,0,12,12,17,14,13,29,27,35,26,28,0,0,0,0,0,1,0,1,2,0,1,0,2,4,0,"pitt","pitt","pitt","pitt","pitt","Sunday","Saturday","Friday","Thursday","Wednesday",69.5,67,69.5,72,71,79,77,77,79,80,60,57,62,65,62,53.75,58.375,58.375,64.125,62.375,48.75,63.625,65.125,75.125,65.625,21.472883597,20.660022448,26.986779094,34.7896788751,43.504968383,NA,NA,NA,NA,NA,31.4629165668,25.317824678,31.0623898957,30.9147449681,33.6380941165,18.916666667,26.6838768117,26.384963768,27.0878623189,22.104166666,6.493656109,8.796247377,10.251400947,18.4741784734,15.8910397349,595.83333335,604.55767711,713.52874574,759.78992058,730.4347826,17,"Jul",1996,FALSE,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,153,76,356
"1996-07-28",2,0,12,29,0,1,1,"pitt","Sunday",69.5,79,60,53.75,48.75,21.472883597,NA,31.4629165668,18.916666667,6.493656109,595.83333335,"1996-07-27","1996-07-26","1996-07-25","1996-07-24","1996-07-23",2,1,0,2,1,0,1,2,0,3,12,17,14,13,14,27,35,26,28,36,0,0,0,0,0,0,1,2,0,3,0,2,4,0,6,"pitt","pitt","pitt","pitt","pitt","Saturday","Friday","Thursday","Wednesday","Tuesday",67,69.5,72,71,68.5,77,77,79,80,78,57,62,65,62,59,58.375,58.375,64.125,62.375,65.125,63.625,65.125,75.125,65.625,78.75,20.660022448,26.986779094,34.7896788751,43.504968383,40.244258771,NA,NA,NA,NA,NA,25.317824678,31.0623898957,30.9147449681,33.6380941165,30.671991345,26.6838768117,26.384963768,27.0878623189,22.104166666,28.1325757574,8.796247377,10.251400947,18.4741784734,15.8910397349,13.6900101132,604.55767711,713.52874574,759.78992058,730.4347826,826.2542211116,20,"Jul",1996,TRUE,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,154,91,357
"1996-07-30",2,0,6,17,0,2,2,"pitt","Tuesday",71,77,65,64.25,89.75,27.193191149,NA,27.1710855478,18.217391304,9.394232832,596.37636886,"1996-07-29","1996-07-28","1996-07-27","1996-07-26","1996-07-25",1,2,2,1,0,1,0,0,1,2,10,12,12,17,14,20,29,27,35,26,0,0,0,0,0,1,1,0,1,2,2,1,0,2,4,"pitt","pitt","pitt","pitt","pitt","Monday","Sunday","Saturday","Friday","Thursday",71.5,69.5,67,69.5,72,79,79,77,77,79,64,60,57,62,65,64.625,53.75,58.375,58.375,64.125,73.625,48.75,63.625,65.125,75.125,35.2145862044,21.472883597,20.660022448,26.986779094,34.7896788751,NA,NA,NA,NA,NA,31.3848536638,31.4629165668,25.317824678,31.0623898957,30.9147449681,26.7916666663,18.916666667,26.6838768117,26.384963768,27.0878623189,7.820727476,6.493656109,8.796247377,10.251400947,18.4741784734,818.771556497,595.83333335,604.55767711,713.52874574,759.78992058,23,"Jul",1996,FALSE,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,155,66,358
"1997-07-06",1,1,12,23,0,2,3,"pitt","Sunday",64.5,77,52,54.75,57,44.312781495,NA,34.3579637386,22.770833333,14.1449873611,710.48887084,"1997-07-05","1997-07-04","1997-07-03","1997-07-02","1997-07-01",1,4,2,1,0,1,1,1,2,1,23,14,16,16,14,37,32,26,29,33,0,0,0,0,0,3,1,0,2,2,4,2,1,4,3,"pitt","pitt","pitt","pitt","pitt","Saturday","Friday","Thursday","Wednesday","Tuesday",63,68,74,74.5,73,71,75,80,84,79,55,61,68,65,67,53,53.375,61.25,66.875,68.375,61.75,62,62.125,68.375,83.625,21.660389611,18.174675322,32.9474364907,36.6332467534,29.091818182,NA,NA,NA,NA,NA,25.687339228,34.4790058945,41.102111955,34.2858332699,19.539374113,18.25,11.687500002,21.883928571,27.0624999997,26.9602272723,8.180581205,5.5296623,11.9541904946,6.929130273,6.045773078,559.73670892,416.66666667,590.80955226,790.353651834,758.59120088,24,"Jul",1997,TRUE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,156,92,359
"1997-06-08",1,3,21,36,0,2,5,"pitt","Sunday",60,72,48,43,44.75,16.768941441,NA,35.9635548415,18.710144927,2.576296062,365.2173913,"1997-06-07","1997-06-06","1997-06-05","1997-06-04","1997-06-03",1,1,1,1,0,1,1,2,0,0,13,21,13,12,17,32,36,31,21,24,0,0,0,0,0,2,4,1,0,1,3,5,3,0,1,"pitt","pitt","pitt","pitt","pitt","Saturday","Friday","Thursday","Wednesday","Tuesday",59.5,61.5,62,58.5,55.5,65,69,73,72,59,54,54,51,45,52,46.875,46.25,46.5,47.125,48.5,64,53.875,47.5,52.5,82,14.753569559,23.80848469,60.247838896,28.753521127,10.009605557,NA,NA,NA,NA,NA,35.1666666663,36.6347877182,28.9924663609,28.6287970719,23.541505895,13.291666667,23.142210145,29.8749999995,23.443181818,13.337862322,1.965449644,3.77948484,8.39383703,11.9272571383,6.137857791,269.56521742,414.39137067,934.7826087,713.04347826,475.17742239,40,"Jun",1997,TRUE,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,157,104,360
"1998-07-01",2,2,17,32,0,4,6,"pitt","Wednesday",69,79,59,57.9,NA,25.536402487,NA,32.3806618489,25.854166667,5.476170922,621.49340883,"1998-06-30","1998-06-29","1998-06-28","1998-06-27","1998-06-26",1,1,2,NA,0,3,2,0,0,5,12,13,14,11,17,26,34,31,26,37,0,0,0,0,0,3,2,1,2,0,6,4,1,2,5,"pitt","pitt","pitt","pitt","pitt","Tuesday","Monday","Sunday","Saturday","Friday",67,72,73,74,79,78,76,80,80,88,56,67,66,68,69,63.3,66.9,67.8,67.9,70.5,NA,NA,NA,NA,NA,15.35498202,19.857310288,31.1714722672,19.40357902,48.93568911,NA,NA,NA,NA,NA,30.6700092692,24.899175936,34.23029953,36.7590380017,47.351395756,18.345238095,26.489130435,22.875,22.721014493,25.125,6.691835454,13.9956324203,8.424677552,7.9382095,9.676713695,589.04676091,638.31744184,335.62455327,380.58698912,694.06636519,23,"Jul",1998,FALSE,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,158,92,361
"1999-06-21",4,1,16,26,0,1,2,"pitt","Monday",64,76,52,50.8,NA,NA,7.167703661,34.3011768541,24.4375,4.620585773,483.91387343,"1999-06-20","1999-06-19","1999-06-18","1999-06-17","1999-06-16",3,1,0,2,1,2,3,3,1,4,11,13,16,10,15,25,25,30,21,31,0,0,0,0,0,0,1,0,0,1,2,4,3,1,5,"pitt","pitt","pitt","pitt","pitt","Sunday","Saturday","Friday","Thursday","Wednesday",67,61,57,57,59,76,74,71,65,70,57,47,43,48,48,47.3,45.9,43.9,46.4,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.368522149,NA,9.736491095,11.551219501,9.867703658,44.38095911,33.8387511324,25.588280905,21.01759712,28.6073268671,17.354166666,22.3125,26.645833333,19.755434782,20.541666667,3.093221133,3.793223951,3.530739446,3.236151302,8.235886127,351.36495321,557.68421797,782.2870331,407.05734887,231.53877023,29,"Jun",1999,FALSE,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,159,76,362
"1999-07-13",0,0,14,25,0,0,0,"pitt","Tuesday",66,79,53,53.4,NA,NA,9.351501256,35.8571522227,24.5,4.243468682,524.0047954,"1999-07-12","1999-07-11","1999-07-10","1999-07-09","1999-07-08",0,2,1,1,2,1,2,1,3,4,18,18,12,17,14,28,32,29,35,31,0,0,0,0,0,0,0,1,0,2,1,2,2,3,6,"pitt","pitt","pitt","pitt","pitt","Monday","Sunday","Saturday","Friday","Thursday",66,64,66,75,71,78,76,76,88,82,54,51,56,62,59,50.1,48.2,58.3,63.2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.151501256,8.560797926,NA,24.8993222505,16.472350454,33.0431958802,23.192682181,33.957527673,46.389796133,34.3089873183,18.770833333,16.645833332,14.229166671,30.3124999999,37.208333333,3.561006875,4.36508646,3.062120552,8.839746703,7.580037874,298.80954587,115.87254093,277.48061831,714.240596482,713.039069039,29,"Jul",1999,FALSE,28,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,160,85,363
"1999-07-12",0,1,18,28,0,0,1,"pitt","Monday",66,78,54,50.1,NA,NA,7.151501256,33.0431958802,18.770833333,3.561006875,298.80954587,"1999-07-11","1999-07-10","1999-07-09","1999-07-08","1999-07-07",2,1,1,2,4,2,1,3,4,1,18,12,17,14,12,32,29,35,31,22,0,0,0,0,0,0,1,0,2,0,2,2,3,6,1,"pitt","pitt","pitt","pitt","pitt","Sunday","Saturday","Friday","Thursday","Wednesday",64,66,75,71,73,76,76,88,82,83,51,56,62,59,63,48.2,58.3,63.2,55,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.560797926,NA,24.8993222505,16.472350454,9.214956406,23.192682181,33.957527673,46.389796133,34.3089873183,38.208606839,16.645833332,14.229166671,30.3124999999,37.208333333,24.25,4.36508646,3.062120552,8.839746703,7.580037874,4.685651013,115.87254093,277.48061831,714.240596482,713.039069039,437.4752478,25,"Jul",1999,FALSE,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,FALSE,161,89,364
"1999-08-20",0,3,11,27,0,0,3,"pitt","Friday",70,79,61,59.9,NA,NA,NA,26.308800271,23.433876811,6.576664101,485.53902226,"1999-08-19","1999-08-18","1999-08-17","1999-08-16","1999-08-15",1,3,2,1,0,0,0,2,2,0,8,15,17,12,10,22,22,31,27,25,0,0,0,0,0,0,1,0,2,2,0,1,2,4,2,"pitt","pitt","pitt","pitt","pitt","Thursday","Wednesday","Tuesday","Monday","Sunday",69,70,76,67,66,77,76,87,81,74,60,63,64,52,58,58.3,58.2,60.5,58.3,56.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.731181318,18.0908814587,40.606628056,19.4230296701,NA,20.510183027,29.4817365322,51.012908877,25.014923589,18.323502971,27.0833333328,24.729166666,36.5833333332,32.1367753622,17.354166667,4.588870126,4.367560049,13.8924631755,5.444755025,3.339534989,410.22180748,567.40188258,1058.71489909,943.61452625,241.96932716,26,"Aug",1999,FALSE,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,FALSE,162,71,365
"1999-09-11",0,0,24,29,0,0,0,"pitt","Saturday",64,79,49,43.1,NA,NA,NA,28.7544736184,31.083333333,7.894222998,442.04816592,"1999-09-10","1999-09-09","1999-09-08","1999-09-07","1999-09-06",1,0,0,1,1,0,1,0,NA,1,16,14,15,12,23,26,28,27,25,36,0,0,0,0,0,0,0,5,1,3,0,1,5,4,4,"pitt","pitt","pitt","pitt","pitt","Friday","Thursday","Wednesday","Tuesday","Monday",62,68,72,72,76,74,77,81,79,85,50,59,63,64,67,47.1,59.7,61.3,65.6,65.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.936171498,29.944398982,18.0503818877,19.1841196545,26.414604097,19.161303346,24.405153689,24.406989159,35.0704936928,28.7083333336,36.599637681,30.3306159421,24.458333333,12.333333329,7.624491732,10.4258040675,9.840483296,5.059622407,3.110320769,538.38180502,679.891020609,904.89553061,514.12150135,-108.98864886,26,"Sep",1999,TRUE,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,163,83,366
"1999-09-21",2,1,21,33,0,1,2,"pitt","Tuesday",50,59,41,44.3,NA,NA,6.495513757,10.988708957,16.500000005,4.284058368,364.47271556,"1999-09-20","1999-09-19","1999-09-18","1999-09-17","1999-09-16",0,0,0,2,0,2,1,3,2,0,8,10,18,16,16,20,23,34,31,30,0,0,0,0,0,1,3,2,3,2,3,4,5,5,2,"pitt","pitt","pitt","pitt","pitt","Monday","Sunday","Saturday","Friday","Thursday",57,61,57,60,56,62,77,72,71,59,52,44,41,48,52,54.7,46.7,45.3,45.8,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.682066327,28.142489967,20.3062650871,NA,6.404872742,17.871891126,32.1202799884,16.892093927,16.838112763,23.098150585,36.757575758,30.3125000003,28.9315476186,21.580615942,22.5625,6.924397099,12.2168955098,8.650194972,5.378850132,4.883348749,843.31158621,639.78968282,898.8768759,506.8786845,309.03520455,26,"Sep",1999,FALSE,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,164,76,367
"1999-09-15",0,0,16,30,0,1,1,"pitt","Wednesday",60,74,45,43.2,NA,NA,12.459174922,20.515434318,27.0624999996,6.827417235,520.00302937,"1999-09-14","1999-09-13","1999-09-12","1999-09-11","1999-09-10",3,2,0,0,1,0,1,2,0,0,14,18,14,24,16,27,35,26,29,26,0,0,0,0,0,1,1,1,0,0,1,2,3,0,0,"pitt","pitt","pitt","pitt","pitt","Tuesday","Monday","Sunday","Saturday","Friday",67,66,68,64,62,76,73,86,79,74,57,59,49,49,50,50.6,55.6,48.5,43.1,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.724649517,20.7870967747,19.2110158111,NA,NA,27.9086533381,33.2279132672,44.447254347,28.7544736184,26.414604097,23.9375,34.8636363631,25.5,31.083333333,28.7083333336,8.13564123,9.561706129,10.9250981109,7.894222998,7.624491732,504.56220405,509.29696392,261.60457226,442.04816592,538.38180502,30,"Sep",1999,FALSE,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,165,92,368
"2000-06-08",3,1,18,33,0,1,2,"pitt","Thursday",68,79,56,51.1,NA,NA,19.2652657569,39.963853764,24.5371376807,10.4729728882,485.14284536,"2000-06-07","2000-06-06","2000-06-05","2000-06-04","2000-06-03",1,0,3,0,3,1,1,0,2,2,10,12,17,15,16,19,21,30,26,28,0,0,0,0,0,1,1,1,0,1,2,2,1,2,3,"pitt","pitt","pitt","pitt","pitt","Wednesday","Tuesday","Monday","Sunday","Saturday",60,55,61,59,58,74,59,65,72,65,45,51,56,46,50,47.1,51.9,56.1,48.2,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.316202532,4.92578373,17.2416554806,14.533253968,4.6766303,24.7062692073,14.387857951,18.158762598,25.7324516751,18.351239859,24.6250000001,16.875,18.916666667,15.229166667,11.7405303,7.5751640472,2.4304855054,4.8899814672,8.5480489393,3.417524573,494.64337016,518.98332414,369.417804,228.1225394,46.5108092,35,"Jun",2000,FALSE,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,166,73,369
"2000-09-15",0,3,13,26,0,0,3,"pitt","Friday",56,62,50,51.7,NA,NA,4.52529733,17.967425437,15.625905797,3.9835644446,156.7336168,"2000-09-14","2000-09-13","2000-09-12","2000-09-11","2000-09-10",1,1,0,0,1,1,1,0,2,1,12,17,16,20,12,28,32,35,28,23,0,0,0,0,0,NA,3,1,1,0,6,4,1,3,1,"pitt","pitt","pitt","pitt","pitt","Thursday","Wednesday","Tuesday","Monday","Sunday",63,65,73,76,74,76,73,81,82,85,50,56,65,69,62,59,56,68.8,71,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2895731707,4.30772776,20.3491653896,17.5577277618,19.6577277618,16.783588039,17.065785008,22.01971812,15.745132835,16.009092104,29.0652173909,19.75,19.420454545,18.551630434,19.75,10.2428289923,4.7031817036,6.8156996216,7.1302950666,10.0568414996,907.82057335,528.65390668,570.320573346,616.153906679,561.9872400123,31,"Sep",2000,FALSE,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,167,86,370
